image_name,label
cropped_raw_11.jpg,25.0
cropped_raw_17.jpg,24.7
cropped_raw_2.jpg,24.4
cropped_raw_1.jpg,24.2
cropped_raw_14.jpg,24.2
cropped_raw_4.jpg,24.2
cropped_raw_3.jpg,23.9
cropped_raw_16.jpg,23.9
cropped_raw_9.jpg,23.8
cropped_raw_8.jpg,23.6
cropped_raw_12.jpg,23.6
cropped_raw_13.jpg,23.5
cropped_raw_19.jpg,23.4
cropped_raw_5.jpg,23.4
cropped_raw_7.jpg,23.4
cropped_raw_6.jpg,23.4
cropped_raw_15.jpg,23.3
cropped_raw_10.jpg,23.1
cropped_raw_20.jpg,23.0
cropped_raw_18.jpg,22.7
cropped_raw_25.jpg,19.9
cropped_raw_29.jpg,19.5
cropped_raw_30.jpg,19.5
cropped_raw_27.jpg,19.5
cropped_raw_28.jpg,19.2
cropped_raw_26.jpg,19.2
cropped_raw_36.jpg,19.0
cropped_raw_32.jpg,18.9
cropped_raw_38.jpg,18.7
cropped_raw_23.jpg,18.4
cropped_raw_39.jpg,18.4
cropped_raw_22.jpg,18.3
cropped_raw_76.jpg,18.3
cropped_raw_24.jpg,18.3
cropped_raw_35.jpg,18.2
cropped_raw_31.jpg,17.9
cropped_raw_21.jpg,17.9
cropped_raw_34.jpg,17.8
cropped_raw_37.jpg,17.7
cropped_raw_33.jpg,17.7
cropped_raw_52.jpg,17.5
cropped_raw_48.jpg,17.1
cropped_raw_56.jpg,17.1
cropped_raw_40.jpg,17.0
cropped_raw_51.jpg,16.9
cropped_raw_47.jpg,16.9
cropped_raw_43.jpg,16.7
cropped_raw_58.jpg,16.7
cropped_raw_41.jpg,16.7
cropped_raw_53.jpg,16.6
cropped_raw_55.jpg,16.6
cropped_raw_50.jpg,16.5
cropped_raw_49.jpg,16.5
cropped_raw_46.jpg,16.4
cropped_raw_57.jpg,16.0
cropped_raw_42.jpg,14.0
cropped_raw_45.jpg,13.9
cropped_raw_54.jpg,13.6
cropped_raw_44.jpg,12.8
cropped_raw_69.jpg,10.8
cropped_raw_66.jpg,10.7
cropped_raw_59.jpg,10.7
cropped_raw_67.jpg,10.6
cropped_raw_68.jpg,10.6
cropped_raw_74.jpg,10.5
cropped_raw_63.jpg,10.4
cropped_raw_62.jpg,10.4
cropped_raw_61.jpg,10.4
cropped_raw_71.jpg,10.4
cropped_raw_64.jpg,10.4
cropped_raw_65.jpg,10.4
cropped_raw_72.jpg,10.4
cropped_raw_75.jpg,10.3
cropped_raw_60.jpg,10.3
cropped_raw_70.jpg,10.3
cropped_raw_73.jpg,10.1
cropped_raw_77.jpg,10.1
cropped_raw_78.jpg,10.1
cropped_raw_79.jpg,10.0
